duration,total_fiat,total_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,mean_flowiat,std_flowiat,mean_active,std_active,mean_idle,std_idle
2218398.0,2191528.0,2192676.0,601.0773450357,370.0094498819,4315.7269344816,3789735.65609057,231.7348793482,1815.7413356553,0.0,0.0,0.0,0.0
3517813.0,3517813.0,3304404.0,1413.911977492,998.9129383313,1648.1831183181,1322206.43905745,606.8333620838,8971.7215188467,0.0,0.0,0.0,0.0
13567657.0,13394098.0,13437531.0,10604.9865399842,5204.3109992254,283.5419556966,257925.299850962,3527.7319292772,65256.4421527067,5816127.0,0.0,3777807.0,0.0
14697122.0,14567358.0,14567724.0,15799.737527115,6497.6467439786,215.4163243661,198402.925416282,4643.6404423381,51735.3826721319,5435233.5,518305.735074869,1708300.0,801651.200471252
270207.0,203681.0,244006.0,593.8221574344,363.1041666667,3763.7811011558,3479554.56372337,265.9517716535,2648.2935975742,0.0,0.0,0.0,0.0
386584.0,319144.0,360487.0,1039.5570032573,527.7994143485,2566.0658485607,2427443.97077996,390.0948536831,2772.2421345564,0.0,0.0,0.0,0.0
8208684.0,8078782.0,8078453.0,24934.512345679,13071.930420712,115.0001632418,100821.276589524,8704.8610816543,161152.892818387,3950167.5,3467378.00461437,2958471.0,2605653.13333318
728064.0,554359.0,594637.0,2060.8141263941,1039.5751748252,1157.865242616,1083473.43090717,864.6840855107,8378.9534635911,0.0,0.0,0.0,0.0
10897973.0,10897973.0,10758647.0,23899.0635964912,18841.7635726795,94.4212286083,73078.2687753034,10601.1410505837,241447.12362863,10700000.0,0.0,7696125.0,0.0
1314540.0,1314535.0,1183635.0,4095.1246105919,2320.8529411765,633.6817441843,547879.866721439,1579.9759615385,11183.8142083152,0.0,0.0,0.0,0.0
1605561.0,1580328.0,1578284.0,6246.3557312253,2901.2573529412,497.6453713064,434808.144941239,2011.9812030075,48241.0561846851,1415482.0,0.0,1361674.0,0.0
10552074.0,10526819.0,10526710.0,36050.75,19749.9249530957,78.3732183834,63003.8227556024,12774.9079903148,194617.096807474,4577457.5,699128.495373705,3803917.5,1216272.45400835
6613711.0,6548606.0,6588175.0,34107.3229166667,17429.0343915344,86.4869964835,76861.0844955275,11582.6812609457,254538.050087615,6385743.0,0.0,6080986.0,0.0
1301009.0,1301009.0,1060668.0,13552.1770833333,6095.7931034483,209.0684999105,186231.609466191,4800.7712177122,29291.4764236475,0.0,0.0,0.0,0.0
13984772.0,13919756.0,13959212.0,99426.8285714286,58652.1512605042,27.1724129646,17973.2640617952,36899.1345646438,372352.529719081,6771591.5,1880815.6496083,5066998.5,349887.041931392
6496273.0,6431093.0,6470928.0,71456.5888888889,38748.0718562874,39.8690141255,33091.5895929866,25179.3527131783,331050.542898078,6404373.0,0.0,5258623.0,0.0
1356118.0,1330893.0,1330434.0,16636.1625,9050.5714285714,168.8643613609,138489.423486747,5947.8859649123,54713.8622698557,0.0,0.0,0.0,0.0
6881637.0,6856085.0,6856099.0,44232.8064516129,30744.8385650224,55.2194194492,29391.1172588731,18157.3535620053,113971.920947506,2237905.0,1147395.43243971,1225598.66666667,137243.053364581
12958861.0,12828308.0,12824633.0,229076.928571429,103424.459677419,14.0444441838,12768.4832795104,71595.9171270718,749849.744618135,6414154.0,6835913.79492757,5660798.0,6150758.43665617
1301313.0,1123688.0,1095209.0,18124.0,9607.0964912281,136.7849241497,119994.190482997,7352.0508474576,33936.3238367714,0.0,0.0,0.0,0.0
11918514.0,11788396.0,11787325.0,84202.8285714286,61713.7434554974,27.9397247006,13419.2064547644,35899.1385542169,170425.832093061,5797173.0,2772152.73867206,2001852.0,541646.622815097
601185075.0,1114228.0,600965621.0,11728.7157894737,5834617.67961165,0.3326762561,236.5378082615,3021030.52763819,42500000.0,601000000.0,0.0,600000000.0,0.0
601404954.0,1295300.0,601185122.0,15796.3414634146,5836748.75728155,0.310938576,235.3239677504,3233359.96774194,44000000.0,601000000.0,0.0,600000000.0,0.0
913511.0,913511.0,700410.0,11140.3780487805,7220.7216494845,198.1366398434,146530.255245969,5075.0611111111,31449.9193273142,0.0,0.0,0.0,0.0
2176363.0,2176363.0,2047045.0,28264.4545454545,19311.7452830189,85.0042019645,61841.2461524112,11828.0597826087,91989.3364485082,1645791.0,0.0,1214855.0,0.0
6558546.0,6533147.0,6532937.0,79672.5243902439,49119.8270676692,33.0866018169,21470.7650140748,30363.6388888889,302893.221122321,6446153.0,0.0,4382180.0,0.0
11869689.0,11844521.0,11844095.0,66542.2528089888,51273.1385281385,34.6260125265,12553.825125494,28950.4609756098,289145.398678478,5841543.5,1002129.40796661,4030691.0,1298327.24621761
243280799.0,3287480.0,243252392.0,80182.4390243903,3378505.44444444,0.4727047941,402.4403093152,2134042.09649123,22500000.0,122000000.0,168000000.0,121000000.0,168000000.0
11208762.0,11078316.0,11076984.0,213044.538461538,145749.789473684,11.5980694389,8633.692106229,86889.6279069767,879331.798934704,11100000.0,0.0,9989940.0,0.0
55899.0,30362.0,29712.0,607.24,436.9411764706,2146.7289218054,1644966.81514875,469.7394957983,3334.6590046548,0.0,0.0,0.0,0.0
2713771.0,2534989.0,2572664.0,36738.9710144928,30995.9518072289,56.7476032429,34306.5055968245,17737.0653594771,67476.9677796737,0.0,0.0,0.0,0.0
840977.0,631649.0,632952.0,21054.9666666667,11508.2181818182,103.4511050837,92086.9417356242,9778.8023255814,42588.8097454829,0.0,0.0,0.0,0.0
13441209.0,13441209.0,10216500.0,258484.788461538,185754.545454545,8.1093895646,5679.5486179852,124455.638888889,1006292.8754476,6720604.5,4945371.18443697,6584471.0,4826937.16254925
889711.0,701650.0,673562.0,24194.8275862069,12473.3703703704,95.5366405496,85054.5851405681,10591.7976190476,43147.6307334523,0.0,0.0,0.0,0.0
14780134.0,14538180.0,14666993.0,242303.0,120221.254098361,12.4491428833,6420.8484172065,80765.7595628415,170072.471709266,0.0,0.0,0.0,0.0
436245.0,257620.0,212252.0,9200.7142857143,3930.5925925926,192.5523501702,169794.496211991,5255.9638554217,27094.3329989357,0.0,0.0,0.0,0.0
823694.0,644536.0,618284.0,22225.3793103448,11449.7037037037,103.1936617239,91775.5865649137,9805.880952381,40873.6083743517,0.0,0.0,0.0,0.0
14960333.0,13378879.0,14960333.0,226760.661016949,127866.094017094,11.8981308772,5809.1621356289,84521.6553672316,189038.624742571,1348247.0,0.0,1348247.0,0.0
14965088.0,14911805.0,14964384.0,196207.960526316,129003.310344828,12.9635054602,6940.4870856757,77539.3160621762,154811.69738802,0.0,0.0,0.0,0.0
14573708.0,14333378.0,14573708.0,199074.694444444,145737.08,11.9393087881,6606.2802959961,84241.0867052023,215007.839903852,4240162.0,0.0,1474888.0,0.0
14672885.0,14384854.0,14672885.0,293568.448979592,163032.055555556,9.6095621277,5342.8483900746,104806.321428571,247062.093519332,8092463.0,0.0,1765560.0,0.0
14960441.0,14960337.0,14960406.0,223288.611940299,148122.831683168,11.3633013893,6074.6872368268,88523.3195266272,212939.482114215,4618137.66666667,3685812.16679741,1240942.66666667,181464.352653168
14523355.0,14261317.0,14487143.0,192720.5,146334.777777778,12.0495574198,7081.2150498284,83467.5574712644,167823.457557812,0.0,0.0,0.0,0.0
439807.0,270195.0,310325.0,6004.3333333333,6896.1111111111,209.1826642141,136746.345556119,4833.043956044,24436.4855890222,0.0,0.0,0.0,0.0
14938878.0,14800417.0,14938878.0,94874.467948718,65235.2751091703,25.9055599758,5432.5364997291,38701.7564766839,107484.088361217,1348395.0,0.0,1201421.0,0.0
14405342.0,14276261.0,14269657.0,190350.146666667,164019.045977012,11.3846654942,4487.2936720281,88376.3312883436,542759.355327069,6172020.0,1773371.48131377,4875665.0,366472.231484188
13805919.0,13805919.0,13666917.0,91429.9271523179,58909.125,27.8865898025,5666.7723459771,35952.9140625,103359.980199943,12800000.0,0.0,1046547.0,0.0
161591.0,135286.0,134643.0,4227.6875,2805.0625,507.4540042453,340959.583145101,1994.950617284,6174.1547000404,0.0,0.0,0.0,0.0
14867138.0,14867050.0,14816715.0,228723.846153846,155965.421052632,10.896515523,5652.6010587916,92342.4720496895,206692.569549154,5534133.5,1511817.63270029,1219188.0,204269.006946722
653770.0,653770.0,436935.0,16344.25,11203.4615384615,123.8967832724,82718.693118375,8172.125,41096.2666775497,0.0,0.0,0.0,0.0
