duration,total_fiat,total_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,mean_flowiat,std_flowiat,mean_active,std_active,mean_idle,std_idle
2218398.0,2191528.0,2192676.0,601.0773450357,370.0094498819,4315.7269344816,3789735.65609057,231.7348793482,1815.7413356553,0.0,0.0,0.0,0.0
3517813.0,3517813.0,3304404.0,1413.911977492,998.9129383313,1648.1831183181,1322206.43905745,606.8333620838,8971.7215188467,0.0,0.0,0.0,0.0
24120341.0,23990439.0,23990943.0,19238.5236567763,8385.5096120238,170.3956009577,155203.527180648,5870.1243611584,91516.7459864585,4762398.4,1910099.99944638,2109615.4,1580859.06873353
21936793.0,21807309.0,21806667.0,17063.6220657277,8367.8691481197,177.1453101645,160071.984997989,5646.5361647362,94908.358539531,5281245.75,4444359.23154485,2643748.5,1233624.1316287
270207.0,203681.0,244006.0,593.8221574344,363.1041666667,3763.7811011558,3479554.56372337,265.9517716535,2648.2935975742,0.0,0.0,0.0,0.0
386584.0,319144.0,360487.0,1039.5570032573,527.7994143485,2566.0658485607,2427443.97077996,390.0948536831,2772.2421345564,0.0,0.0,0.0,0.0
24630316.0,24460265.0,24496889.0,89927.4448529412,42455.6135181976,34.5509168457,32069.2190875667,28976.8423529412,809472.161605475,24300000.0,0.0,23600000.0,0.0
10897973.0,10897973.0,10758647.0,23899.0635964912,18841.7635726795,94.4212286083,73078.2687753034,10601.1410505837,241447.12362863,10700000.0,0.0,7696125.0,0.0
1314540.0,1314535.0,1183635.0,4095.1246105919,2320.8529411765,633.6817441843,547879.866721439,1579.9759615385,11183.8142083152,0.0,0.0,0.0,0.0
16859667.0,16834434.0,16834136.0,66017.3882352941,30831.7509157509,47.6284614637,41424.3650245287,21022.0286783042,538407.761323808,8334794.0,9785384.87269086,8275084.5,9777038.89135251
25450000.0,25423961.0,25424577.0,89837.3180212014,48612.9579349904,31.7485265226,25976.1100196464,31536.5551425031,734718.410937616,12500000.0,12000000.0,11900000.0,12400000.0
6613711.0,6548606.0,6588175.0,34107.3229166667,17429.0343915344,86.4869964835,76861.0844955275,11582.6812609457,254538.050087615,6385743.0,0.0,6080986.0,0.0
25693300.0,25627850.0,25667740.0,108592.584745763,75271.9648093842,22.5350577777,12759.7856250462,44452.0761245675,414235.350150095,6020316.75,1408583.91856996,4953402.5,339312.802165396
1301009.0,1301009.0,1060668.0,13552.1770833333,6095.7931034483,209.0684999105,186231.609466191,4800.7712177122,29291.4764236475,0.0,0.0,0.0,0.0
6496273.0,6431093.0,6470928.0,71456.5888888889,38748.0718562874,39.8690141255,33091.5895929866,25179.3527131783,331050.542898078,6404373.0,0.0,5258623.0,0.0
1356118.0,1330893.0,1330434.0,16636.1625,9050.5714285714,168.8643613609,138489.423486747,5947.8859649123,54713.8622698557,0.0,0.0,0.0,0.0
6881637.0,6856085.0,6856099.0,44232.8064516129,30744.8385650224,55.2194194492,29391.1172588731,18157.3535620053,113971.920947506,2237905.0,1147395.43243971,1225598.66666667,137243.053364581
23114507.0,22985242.0,22980279.0,403249.859649123,183842.232,7.9603687849,7162.9907572764,126308.781420765,1047662.74886129,7661747.33333333,5294745.13852875,7115992.33333333,5026796.82465333
1301313.0,1123688.0,1095209.0,18124.0,9607.0964912281,136.7849241497,119994.190482997,7352.0508474576,33936.3238367714,0.0,0.0,0.0,0.0
11918514.0,11788396.0,11787325.0,84202.8285714286,61713.7434554974,27.9397247006,13419.2064547644,35899.1385542169,170425.832093061,5797173.0,2772152.73867206,2001852.0,541646.622815097
601185075.0,1114228.0,600965621.0,11728.7157894737,5834617.67961165,0.3326762561,236.5378082615,3021030.52763819,42500000.0,601000000.0,0.0,600000000.0,0.0
601404954.0,1295300.0,601185122.0,15796.3414634146,5836748.75728155,0.310938576,235.3239677504,3233359.96774194,44000000.0,601000000.0,0.0,600000000.0,0.0
29753838.0,29520631.0,29082681.0,228842.100775194,126998.6069869,12.0992794274,6123.4789273236,82879.7715877437,174101.694279732,16100000.0,0.0,1348247.0,0.0
913511.0,913511.0,700410.0,11140.3780487805,7220.7216494845,198.1366398434,146530.255245969,5075.0611111111,31449.9193273142,0.0,0.0,0.0,0.0
29955777.0,29703081.0,29955777.0,226741.076335878,135546.502262443,11.8174200589,6260.5954103611,84860.5580736544,190823.48215834,9474108.66666667,12000000.0,1240942.66666667,181464.352653168
2176363.0,2176363.0,2047045.0,28264.4545454545,19311.7452830189,85.0042019645,61841.2461524112,11828.0597826087,91989.3364485082,1645791.0,0.0,1214855.0,0.0
29946487.0,29703912.0,29946487.0,243474.68852459,156787.890052356,10.5187630188,5832.8377548926,95370.9777070064,232003.723571018,10300000.0,1848412.48136042,1620224.0,205536.142298623
6558546.0,6533147.0,6532937.0,79672.5243902439,49119.8270676692,33.0866018169,21470.7650140748,30363.6388888889,302893.221122321,6446153.0,0.0,4382180.0,0.0
29895951.0,29895864.0,29895340.0,221450.844444444,166085.222222222,10.6034425866,6142.0357559457,94607.4398734177,200542.517576198,3933957.5,2317352.26361455,1413317.5,164104.634667946
11869689.0,11844521.0,11844095.0,66542.2528089888,51273.1385281385,34.6260125265,12553.825125494,28950.4609756098,289145.398678478,5841543.5,1002129.40796661,4030691.0,1298327.24621761
243280799.0,3287480.0,243252392.0,80182.4390243903,3378505.44444444,0.4727047941,402.4403093152,2134042.09649123,22500000.0,122000000.0,168000000.0,121000000.0,168000000.0
21347599.0,21218611.0,21215821.0,400351.150943396,275530.142857143,6.1833651644,4538.074750233,162958.770992366,1230014.34133233,10600000.0,663281.009994633,9999894.5,14077.788871126
55899.0,30362.0,29712.0,607.24,436.9411764706,2146.7289218054,1644966.81514875,469.7394957983,3334.6590046548,0.0,0.0,0.0,0.0
2713771.0,2534989.0,2572664.0,36738.9710144928,30995.9518072289,56.7476032429,34306.5055968245,17737.0653594771,67476.9677796737,0.0,0.0,0.0,0.0
28999267.0,28999065.0,28999076.0,114620.81027668,74933.0129198966,22.1384906039,4245.3486841581,45240.6661466459,160665.382797999,4758831.83333333,3264879.57510484,1404772.5,292879.211742486
29681779.0,29500150.0,29681779.0,139151.650943396,97317.3081967213,17.485474843,3776.2224427316,57300.7316602317,433791.060616583,4409927.33333333,5455094.17558852,3937629.33333333,4898395.71308034
840977.0,631649.0,632952.0,21054.9666666667,11508.2181818182,103.4511050837,92086.9417356242,9778.8023255814,42588.8097454829,0.0,0.0,0.0,0.0
13441209.0,13441209.0,10216500.0,258484.788461538,185754.545454545,8.1093895646,5679.5486179852,124455.638888889,1006292.8754476,6720604.5,4945371.18443697,6584471.0,4826937.16254925
29566035.0,29436489.0,29430350.0,198895.195945946,154896.578947368,11.4996819831,3235.1649451812,87215.4424778761,459366.273275337,4733424.33333333,1379460.8926947,3119694.5,1570169.88997322
889711.0,701650.0,673562.0,24194.8275862069,12473.3703703704,95.5366405496,85054.5851405681,10591.7976190476,43147.6307334523,0.0,0.0,0.0,0.0
436245.0,257620.0,212252.0,9200.7142857143,3930.5925925926,192.5523501702,169794.496211991,5255.9638554217,27094.3329989357,0.0,0.0,0.0,0.0
823694.0,644536.0,618284.0,22225.3793103448,11449.7037037037,103.1936617239,91775.5865649137,9805.880952381,40873.6083743517,0.0,0.0,0.0,0.0
29720209.0,28853635.0,29720128.0,317072.912087912,237761.024,7.3350762776,3761.4473034157,136959.488479263,349680.145653199,3543161.0,1808686.83490394,1654365.0,734900.283424561
29867537.0,28662514.0,29867537.0,367468.128205128,255278.094017094,6.5957899374,2774.4504007813,152385.392857143,256162.221699932,6811930.0,6706812.4269182,1280303.75,185206.138809121
15956562.0,15786950.0,15826087.0,297866.981132075,304347.826923077,6.7057051513,3884.4833868348,150533.603773585,1450621.93162134,15500000.0,0.0,14900000.0,0.0
29923925.0,29683507.0,29887821.0,299833.404040404,264493.991150442,7.1514682649,3612.3269256958,140487.910798122,281786.46288667,8378928.66666667,9887280.69846183,1610229.66666667,738274.3480508
28939872.0,28939872.0,28903355.0,615741.957446808,321148.388888889,4.8030620177,2293.0992922153,209709.217391304,735572.478833757,4815064.66666667,2174469.96265703,2882144.66666667,2185094.14359722
29704830.0,29377544.0,29704830.0,333835.727272727,282903.142857143,6.5645889911,3485.1907922045,153117.680412371,339953.156105467,2754082.5,983096.723453641,1444838.75,479545.955210983
