duration,total_fiat,total_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,mean_flowiat,std_flowiat,mean_active,std_active,mean_idle,std_idle
14993462.0,14993462.0,14967812.0,873.1342883764,287.9145170908,4612.7438746302,4865795.30464679,216.7938403702,7050.7812730412,0.0,0.0,0.0,0.0
14463281.0,14463281.0,14432214.0,1321.3302576284,312.2909507941,3952.2152684443,4472423.58079056,253.0270814017,6982.0368457703,0.0,0.0,0.0,0.0
14997099.0,14997042.0,14997087.0,1850.1162102147,344.8557533113,3440.3987064432,4050644.59466461,290.6696191491,5560.2603685647,0.0,0.0,0.0,0.0
14999980.0,14999919.0,14999956.0,1796.8278629612,382.8374977668,3168.7375583168,3652553.13673752,315.5897328003,9375.1052489276,0.0,0.0,0.0,0.0
14989090.0,14989090.0,14964771.0,1668.7920285015,394.5885563612,3129.5428875269,3539675.59071298,319.5422955573,9205.4613377396,9578088.0,0.0,1014624.0,0.0
14866629.0,14866590.0,14856888.0,2669.5259472078,560.2778594864,2158.3911187937,2493866.09432441,463.322498208,15324.4083830632,2932407.5,976090.773364855,1170766.0,31592.0450166388
14997616.0,14997616.0,14971193.0,2881.3863592699,770.1230967078,1643.3945235029,1815634.49817624,608.5213016311,8275.6841719921,0.0,0.0,0.0,0.0
14997816.0,14997768.0,14997765.0,7104.5798199905,1399.8287287661,855.2578588776,998572.725522169,1169.3291751131,5399.2221398834,0.0,0.0,0.0,0.0
14988801.0,14988733.0,14988767.0,7901.282551397,1411.2387722437,835.2902944005,989801.786013438,1197.2842080038,8244.0263430224,0.0,0.0,0.0,0.0
14992813.0,14992763.0,14992771.0,8950.9032835821,1658.8593715424,714.6757583117,842177.982210543,1399.3665297741,28901.0178805996,14700000.0,0.0,2894671.0,0.0
14813266.0,14813215.0,14813251.0,8284.7958612975,1912.1274041565,643.8148076191,731775.288447531,1553.4045721477,13362.8704926161,0.0,0.0,0.0,0.0
113687509.0,113687476.0,12114959.0,67072.2572271387,1589.2639380821,81.9791029109,93774.7699265713,12199.5395428694,1052198.86592543,114000000.0,0.0,102000000.0,0.0
14990489.0,14990460.0,14958265.0,7182.7791087686,1964.8318665441,647.2103745248,711479.992413857,1545.2519327904,9850.4961764782,0.0,0.0,0.0,0.0
14987752.0,14987752.0,14960035.0,9263.1347342398,1981.9866189719,611.6994730097,704063.824915171,1634.9680375259,13272.573588777,0.0,0.0,0.0,0.0
14998245.0,14998200.0,14998224.0,9732.7709279689,2265.5927492447,544.2636788504,617448.241444249,1837.5698358246,15758.1359232455,0.0,0.0,0.0,0.0
14994863.0,14994804.0,14994831.0,8815.2874779542,2307.2520387752,546.9873249259,607123.652947013,1828.4188513596,11567.7540207801,0.0,0.0,0.0,0.0
14998115.0,14998076.0,14998105.0,9841.2572178478,2327.8139065653,531.3334375687,600817.769433025,1882.2935491968,15267.6311926044,0.0,0.0,0.0,0.0
993347.0,993347.0,971309.0,506.2930682977,456.0136150235,4121.4198059691,9046567.8156777,242.6941118984,1869.1285624846,0.0,0.0,0.0,0.0
14997953.0,14997908.0,14997942.0,10343.3848275862,2379.1151649746,517.1372386618,587915.497534897,1933.9720180529,17796.8508751178,0.0,0.0,0.0,0.0
2848154.0,2842456.0,2824548.0,823.9002898551,451.8553831387,3406.7680329083,3116723.32324727,293.563595135,4089.8226481344,0.0,0.0,0.0,0.0
14982790.0,14782752.0,14982770.0,10166.954607978,2411.1313163824,511.9206769901,580138.812597654,1953.6823575434,16797.7108525513,0.0,0.0,0.0,0.0
14980777.0,14980723.0,14951623.0,8369.1189944134,2474.2053615754,523.0035798544,565477.878750882,1912.2768700536,15476.7260143335,0.0,0.0,0.0,0.0
13769034.0,13769001.0,13767665.0,10313.8584269663,2289.6499251622,533.806511045,610699.341725788,1873.5928697782,20277.8321199835,0.0,0.0,0.0,0.0
14794840.0,14794810.0,14794807.0,8532.1856978085,2596.9469896437,502.4048925166,539856.733834229,1990.6942949408,15949.5776864231,0.0,0.0,0.0,0.0
14996650.0,14996605.0,14996626.0,12581.0444630872,2677.4908052134,453.1011925997,522157.415156052,2207.337356491,16614.258486911,0.0,0.0,0.0,0.0
14401864.0,14401412.0,14379655.0,11586.0112630732,2680.7708799404,458.8989314161,520992.977020197,2179.4588377724,43961.7551818402,14100000.0,0.0,3374489.0,0.0
14992388.0,14992388.0,14963530.0,13458.157989228,2800.5858132136,430.8186260921,498191.34883649,2321.521833385,20693.8377395982,0.0,0.0,0.0,0.0
14982113.0,14982043.0,14982086.0,13923.8317843866,2823.0800829094,426.1748659885,495061.611135893,2346.8222117795,21515.3234926773,0.0,0.0,0.0,0.0
14990294.0,14990214.0,14990277.0,12900.3562822719,2829.4218573047,431.0789368107,494301.779538147,2320.1197956973,18730.0122230826,0.0,0.0,0.0,0.0
5783951.0,5783728.0,5761016.0,4027.6657381616,1091.9287338893,1160.7982156142,1278356.26546629,861.6044987338,6416.8094267092,0.0,0.0,0.0,0.0
14980802.0,14980746.0,14980768.0,14995.7417417417,3002.7596712768,399.8450817253,465307.13108684,2501.3862080481,29616.6767714197,1906851.0,0.0,1799762.0,0.0
14979822.0,14979760.0,14979773.0,16264.6688382193,3094.3550919232,384.7842784781,451676.728869008,2599.3097345133,19906.7850041516,0.0,0.0,0.0,0.0
14990884.0,14990858.0,14819167.0,6341.3104906937,3805.6412429379,417.5871149427,448301.581147583,2395.0925067902,11050.8573639414,0.0,0.0,0.0,0.0
14931183.0,14931183.0,14898766.0,14247.3120229008,3455.9884017629,359.0472369135,403872.285270363,2785.6684701493,27858.5408094115,0.0,0.0,0.0,0.0
14982349.0,14982329.0,14982320.0,12485.2741666667,3485.0709467318,367.1653890855,401890.184242805,2724.0634545455,23766.9994280368,0.0,0.0,0.0,0.0
14590803.0,14590756.0,14590750.0,14360.9803149606,3717.3885350319,338.7750489127,375756.289766917,2952.408539053,17376.8673050237,0.0,0.0,0.0,0.0
14980429.0,14980333.0,14980418.0,14529.9059165858,3912.3577957691,324.5567934002,357899.162967896,3081.7586916272,27621.9100128319,0.0,0.0,0.0,0.0
1037140.0,1029427.0,1015379.0,722.4049122807,298.027296742,4660.8943826292,4637725.86150375,214.5954893441,1762.2010029593,0.0,0.0,0.0,0.0
14995708.0,14995708.0,14943476.0,20655.2451790634,4395.14,275.278766431,316873.934861895,3633.5614247638,29350.9694946703,0.0,0.0,0.0,0.0
877333.0,877308.0,852559.0,497.0583569405,261.2006740196,5734.424671134,5275495.16546169,174.4200795229,2022.3590429748,0.0,0.0,0.0,0.0
14991520.0,14991520.0,14968852.0,20735.1590594744,4673.3849516079,262.0147923626,298292.234543262,3817.5502928444,117383.543607915,5681338.0,3169693.82790941,4077856.0,4330795.6895297
14693425.0,14693385.0,14693318.0,17471.3258026159,4604.6123472266,274.5445667025,303001.716754263,3643.2990329779,32805.9922937951,0.0,0.0,0.0,0.0
1047108.0,1047082.0,1022958.0,1392.3962765958,325.9904397706,3716.9040824824,4197339.72044909,269.1102544333,1372.4311456454,0.0,0.0,0.0,0.0
14981237.0,14981237.0,14952762.0,21586.7968299712,4839.0815533981,252.7161141633,288480.851080588,3958.0546895641,30259.9406903269,0.0,0.0,0.0,0.0
14671855.0,14671855.0,14641849.0,18714.1007653061,4780.2314724127,262.339015755,291952.244620738,3812.8521309771,36053.853725252,0.0,0.0,0.0,0.0
14819365.0,14819365.0,14790022.0,24254.2798690671,4882.8068669528,245.759518036,285560.751084814,4070.1359516616,34745.661204337,0.0,0.0,0.0,0.0
14278368.0,14278278.0,14278344.0,18028.1287878788,4716.9950445986,267.6076145397,296446.2044962,3737.7926701571,30030.7433167981,0.0,0.0,0.0,0.0
884206.0,883881.0,860422.0,1014.7887485649,290.781345049,4333.8317089004,4692979.91644481,230.8029235187,1705.9389931522,0.0,0.0,0.0,0.0
14920745.0,14628360.0,14896050.0,17774.4349939247,5217.530647986,246.6364782724,267727.650328452,4055.6523511824,35174.7925103567,0.0,0.0,0.0,0.0
14950363.0,14950292.0,14950336.0,26413.9434628975,5518.765596161,219.1920022276,253248.165278662,4563.6028693529,30104.8963091324,0.0,0.0,0.0,0.0
14604306.0,14604306.0,14576397.0,25354.6979166667,5438.9541044776,223.0848901687,256536.668021062,4483.9748234572,40079.0542569525,0.0,0.0,0.0,0.0
14698923.0,14698923.0,14674878.0,23443.2583732057,5972.6813186813,209.9473546463,232235.72230428,4764.6427876823,44825.276601763,0.0,0.0,0.0,0.0
12156024.0,12156024.0,12112645.0,9579.2151300236,6179.9209183674,265.7941445328,293416.74547533,3763.4749226006,55900.2169505906,3994996.66666667,2049832.32023545,1698411.66666667,662505.604535413
14692376.0,14692376.0,14660687.0,20044.1691678035,6212.1555084746,210.6534708886,224247.800355776,4748.6670976083,39360.4084504271,0.0,0.0,0.0,0.0
14918672.0,14918672.0,14787413.0,12278.7423868313,7442.0800201309,214.7644240721,227363.400710197,4657.7183890103,95153.3151785384,7459296.0,5906969.23170648,3483287.5,1913104.97366441
14982276.0,14982196.0,14153263.0,29434.5697445973,6232.1721708499,185.6860733309,211880.691558479,5387.3700107875,42773.4139251975,0.0,0.0,0.0,0.0
14574787.0,14574706.0,14574761.0,32974.4479638009,6483.4346085409,184.7025277282,215298.926838519,5416.1230026013,50607.8277077335,0.0,0.0,0.0,0.0
9718316.0,9718316.0,9696966.0,13204.2336956522,4491.4154701251,298.0969130866,311443.566971891,3355.7720994475,27687.2158469632,0.0,0.0,0.0,0.0
14978611.0,14978611.0,14952730.0,23079.5238828968,6948.2946096654,187.1335065715,199966.872762768,5345.6855817273,33761.715010341,0.0,0.0,0.0,0.0
14404438.0,14404438.0,14368465.0,24087.6889632107,6752.0982142857,189.3860767077,206816.121531434,5282.1554822149,45911.272258375,0.0,0.0,0.0,0.0
5613555.0,5613498.0,5611718.0,12310.3026315789,2927.3437663015,423.0830552119,477851.735664833,2364.5977253581,19981.5112457824,0.0,0.0,0.0,0.0
411092.0,411076.0,389355.0,825.453815261,231.0712166172,5315.1119457445,5743174.27729073,188.2289377289,1221.1757767999,0.0,0.0,0.0,0.0
12862339.0,12729329.0,12862339.0,14159.4315906563,9148.1785206259,179.360845644,191673.924936981,5577.7705984389,66641.8077094341,3298448.0,0.0,2817282.0,0.0
14973944.0,14973871.0,14970900.0,15516.9647668394,10951.6459400146,155.8707578979,172031.162932091,6418.3214744964,19881.6759818075,0.0,0.0,0.0,0.0
14925836.0,14925788.0,14925768.0,45925.5015384615,9311.1466001248,129.3059899626,149759.450659916,7737.6029030586,65401.8591242569,0.0,0.0,0.0,0.0
14990171.0,14952164.0,14990171.0,17245.8638985006,11161.7058823529,147.5633600177,154409.579450428,6779.8150158299,46240.6254629583,10800000.0,0.0,1522390.0,0.0
14910300.0,14910300.0,14908446.0,17020.8904109589,11610.9392523365,145.0004359403,151884.200854443,6899.7223507635,23675.8578158217,0.0,0.0,0.0,0.0
646234.0,644260.0,623687.0,2078.2580645161,471.7753403933,2528.4958699171,2859959.39551308,395.7342314758,2043.7050150438,0.0,0.0,0.0,0.0
648504.0,647697.0,622223.0,1882.8401162791,491.0994475138,2487.2629929808,2732149.68604666,402.2977667494,2298.9455313732,0.0,0.0,0.0,0.0
424284.0,424264.0,391864.0,1107.7389033943,311.0031746032,3877.1200422359,4160284.14929623,258.0802919708,1830.8696420047,0.0,0.0,0.0,0.0
14973002.0,14959347.0,14973002.0,23085.412037037,14665.0362389814,111.6008666799,120324.568179447,8965.8694610779,165623.170909457,5814549.0,4473965.0137301,3864515.0,3872934.14921646
14890911.0,14890911.0,14757278.0,21181.9502133713,14383.3118908382,116.2454063422,122629.972068197,8607.4630057804,20751.1321192846,0.0,0.0,0.0,0.0
